date,lake_depth_m,lake_level_asl_m,dataflag,depth_index,area_m2,volume_m3
1981-12-23,33.370656000000054,332.81416800000005,NA,33.4,16349524.569400523,190198571.42726365
1981-12-24,33.370656000000054,332.81416800000005,NA,33.4,16349524.569400523,190198571.42726365
1981-12-25,33.366084,332.809596,3,33.4,16349524.569400523,190198571.42726365
1981-12-26,33.36151200000006,332.80502400000006,3,33.4,16349524.569400523,190198571.42726365
1981-12-27,33.35694000000001,332.800452,3,33.4,16349524.569400523,190198571.42726365
1981-12-28,33.35236800000007,332.79588000000007,NA,33.4,16349524.569400523,190198571.42726365
1981-12-29,33.358464000000026,332.801976,NA,33.4,16349524.569400523,190198571.42726365
1981-12-30,33.362528000000054,332.80604000000005,3,33.4,16349524.569400523,190198571.42726365
1981-12-31,33.366592000000026,332.810104,3,33.4,16349524.569400523,190198571.42726365
1982-01-01,33.370656000000054,332.81416800000005,NA,33.4,16349524.569400523,190198571.42726365
1982-01-02,33.37370400000003,332.81721600000003,NA,33.4,16349524.569400523,190198571.42726365
1982-01-03,33.37675200000001,332.820264,NA,33.4,16349524.569400523,190198571.42726365
1982-01-04,33.382848000000024,332.82636,NA,33.4,16349524.569400523,190198571.42726365
1982-01-05,33.385896,332.829408,NA,33.4,16349524.569400523,190198571.42726365
1982-01-06,33.39808800000003,332.8416,NA,33.4,16349524.569400523,190198571.42726365
1982-01-07,33.395039999999995,332.838552,NA,33.4,16349524.569400523,190198571.42726365
1982-01-08,33.38894400000004,332.83245600000004,NA,33.4,16349524.569400523,190198571.42726365
1982-01-09,33.385896,332.829408,NA,33.4,16349524.569400523,190198571.42726365
1982-01-10,33.382848000000024,332.82636,NA,33.4,16349524.569400523,190198571.42726365
1982-01-11,33.37675200000001,332.820264,NA,33.4,16349524.569400523,190198571.42726365
1982-01-12,33.36760800000002,332.81112,NA,33.4,16349524.569400523,190198571.42726365
1982-01-13,33.36456000000004,332.80807200000004,NA,33.4,16349524.569400523,190198571.42726365
1982-01-14,33.36456000000004,332.80807200000004,NA,33.4,16349524.569400523,190198571.42726365
1982-01-15,33.35541600000005,332.79892800000005,NA,33.4,16349524.569400523,190198571.42726365
1982-01-16,33.34932000000009,332.7928320000001,NA,33.3,16274368.341918685,188570577.29805794
1982-01-17,33.34322400000008,332.7867360000001,NA,33.3,16274368.341918685,188570577.29805794
1982-01-18,33.337128000000064,332.78064000000006,NA,33.3,16274368.341918685,188570577.29805794
1982-01-19,33.327984000000015,332.771496,NA,33.3,16274368.341918685,188570577.29805794
1982-01-20,33.321888,332.7654,NA,33.3,16274368.341918685,188570577.29805794
1982-01-21,33.315792000000044,332.75930400000004,NA,33.3,16274368.341918685,188570577.29805794
1982-01-22,33.30360000000002,332.747112,NA,33.3,16274368.341918685,188570577.29805794
1982-01-23,33.30360000000002,332.747112,NA,33.3,16274368.341918685,188570577.29805794
1982-01-24,33.30360000000002,332.747112,NA,33.3,16274368.341918685,188570577.29805794
1982-01-25,33.30360000000002,332.747112,NA,33.3,16274368.341918685,188570577.29805794
1982-01-26,33.29750400000006,332.74101600000006,NA,33.3,16274368.341918685,188570577.29805794
1982-01-27,33.29140800000005,332.73492000000005,NA,33.3,16274368.341918685,188570577.29805794
1982-01-28,33.28836000000007,332.73187200000007,NA,33.3,16274368.341918685,188570577.29805794
1982-01-29,33.27312000000006,332.71663200000006,NA,33.3,16274368.341918685,188570577.29805794
1982-01-30,33.27312000000006,332.71663200000006,NA,33.3,16274368.341918685,188570577.29805794
1982-01-31,33.270072000000084,332.7135840000001,NA,33.3,16274368.341918685,188570577.29805794
1982-02-01,33.270072000000084,332.7135840000001,NA,33.3,16274368.341918685,188570577.29805794
1982-02-02,33.26092800000009,332.7044400000001,NA,33.3,16274368.341918685,188570577.29805794
1982-02-03,33.28836000000007,332.73187200000007,NA,33.3,16274368.341918685,188570577.29805794
1982-02-04,33.30664800000005,332.75016000000005,NA,33.3,16274368.341918685,188570577.29805794
1982-02-05,33.30969600000003,332.75320800000003,NA,33.3,16274368.341918685,188570577.29805794
1982-02-06,33.30969600000003,332.75320800000003,NA,33.3,16274368.341918685,188570577.29805794
1982-02-07,33.30664800000005,332.75016000000005,NA,33.3,16274368.341918685,188570577.29805794
1982-02-08,33.30664800000005,332.75016000000005,NA,33.3,16274368.341918685,188570577.29805794
1982-02-09,33.30969600000003,332.75320800000003,NA,33.3,16274368.341918685,188570577.29805794
1982-02-10,33.31274400000001,332.756256,NA,33.3,16274368.341918685,188570577.29805794
1982-02-11,33.30360000000002,332.747112,NA,33.3,16274368.341918685,188570577.29805794
1982-02-12,33.294456000000025,332.737968,NA,33.3,16274368.341918685,188570577.29805794
1982-02-13,33.28531200000003,332.72882400000003,NA,33.3,16274368.341918685,188570577.29805794
1982-02-14,33.279216000000076,332.7227280000001,NA,33.3,16274368.341918685,188570577.29805794
1982-02-15,33.270072000000084,332.7135840000001,NA,33.3,16274368.341918685,188570577.29805794
1982-02-16,33.26092800000009,332.7044400000001,NA,33.3,16274368.341918685,188570577.29805794
1982-02-17,33.25788000000006,332.70139200000006,NA,33.3,16274368.341918685,188570577.29805794
1982-02-18,33.24873600000001,332.692248,NA,33.2,16203453.100756964,186934233.37840807
1982-02-19,33.239592000000016,332.683104,NA,33.2,16203453.100756964,186934233.37840807
1982-02-20,33.233496,332.677008,NA,33.2,16203453.100756964,186934233.37840807
1982-02-21,33.230448000000024,332.67396,NA,33.2,16203453.100756964,186934233.37840807
1982-02-22,33.22435200000001,332.667864,NA,33.2,16203453.100756964,186934233.37840807
1982-02-23,33.21520800000002,332.65872,NA,33.2,16203453.100756964,186934233.37840807
1982-02-24,33.20911200000006,332.65262400000006,NA,33.2,16203453.100756964,186934233.37840807
1982-02-25,33.19692000000009,332.6404320000001,NA,33.2,16203453.100756964,186934233.37840807
1982-02-26,33.193872000000056,332.63738400000005,NA,33.2,16203453.100756964,186934233.37840807
1982-02-27,33.1877760000001,332.6312880000001,NA,33.2,16203453.100756964,186934233.37840807
1982-02-28,33.17863200000011,332.6221440000001,NA,33.2,16203453.100756964,186934233.37840807
1982-03-01,33.172536000000036,332.61604800000003,NA,33.2,16203453.100756964,186934233.37840807
1982-03-02,33.16644000000002,332.609952,NA,33.2,16203453.100756964,186934233.37840807
1982-03-03,33.16034400000001,332.603856,NA,33.2,16203453.100756964,186934233.37840807
1982-03-04,33.15729600000003,332.60080800000003,NA,33.2,16203453.100756964,186934233.37840807
1982-03-05,33.15424800000005,332.59776000000005,NA,33.2,16203453.100756964,186934233.37840807
1982-03-06,33.15729600000003,332.60080800000003,NA,33.2,16203453.100756964,186934233.37840807
1982-03-07,33.15729600000003,332.60080800000003,NA,33.2,16203453.100756964,186934233.37840807
1982-03-08,33.16034400000001,332.603856,NA,33.2,16203453.100756964,186934233.37840807
1982-03-09,33.15120000000002,332.594712,NA,33.2,16203453.100756964,186934233.37840807
1982-03-10,33.15120000000002,332.594712,NA,33.2,16203453.100756964,186934233.37840807
1982-03-11,33.15120000000002,332.594712,NA,33.2,16203453.100756964,186934233.37840807
1982-03-12,33.14815200000004,332.59166400000004,NA,33.1,16135781.563361036,185319359.43087518
1982-03-13,33.16034400000001,332.603856,NA,33.2,16203453.100756964,186934233.37840807
1982-03-14,33.16034400000001,332.603856,NA,33.2,16203453.100756964,186934233.37840807
1982-03-15,33.15729600000003,332.60080800000003,NA,33.2,16203453.100756964,186934233.37840807
1982-03-16,33.16034400000001,332.603856,NA,33.2,16203453.100756964,186934233.37840807
1982-03-17,33.16644000000002,332.609952,NA,33.2,16203453.100756964,186934233.37840807
1982-03-18,33.16644000000002,332.609952,NA,33.2,16203453.100756964,186934233.37840807
1982-03-19,33.16644000000002,332.609952,NA,33.2,16203453.100756964,186934233.37840807
1982-03-20,33.172536000000036,332.61604800000003,NA,33.2,16203453.100756964,186934233.37840807
1982-03-21,33.181680000000085,332.6251920000001,NA,33.2,16203453.100756964,186934233.37840807
1982-03-22,33.184728000000064,332.62824000000006,NA,33.2,16203453.100756964,186934233.37840807
1982-03-23,33.184728000000064,332.62824000000006,NA,33.2,16203453.100756964,186934233.37840807
1982-03-24,33.184728000000064,332.62824000000006,NA,33.2,16203453.100756964,186934233.37840807
1982-03-25,33.1877760000001,332.6312880000001,NA,33.2,16203453.100756964,186934233.37840807
1982-03-26,33.227400000000046,332.67091200000004,NA,33.2,16203453.100756964,186934233.37840807
1982-03-27,33.23654400000004,332.68005600000004,NA,33.2,16203453.100756964,186934233.37840807
1982-03-28,33.24568800000003,332.6892,NA,33.2,16203453.100756964,186934233.37840807
1982-03-29,33.25483200000008,332.6983440000001,NA,33.3,16274368.341918685,188570577.29805794
1982-03-30,33.25788000000006,332.70139200000006,NA,33.3,16274368.341918685,188570577.29805794
1982-03-31,33.27616800000004,332.71968000000004,NA,33.3,16274368.341918685,188570577.29805794
1982-04-01,33.29140800000005,332.73492000000005,NA,33.3,16274368.341918685,188570577.29805794
1982-04-02,33.321888,332.7654,NA,33.3,16274368.341918685,188570577.29805794
1982-04-03,33.337128000000064,332.78064000000006,NA,33.3,16274368.341918685,188570577.29805794
1982-04-04,33.35236800000007,332.79588000000007,NA,33.4,16349524.569400523,190198571.42726365
