"DateTime","stage"
1981-12-23 12:00:00,33.370656
1981-12-24 12:00:00,33.370656
1981-12-25 12:00:00,33.366084
1981-12-26 12:00:00,33.361512
1981-12-27 12:00:00,33.35694
1981-12-28 12:00:00,33.352368
1981-12-29 12:00:00,33.358464
1981-12-30 12:00:00,33.362528
1981-12-31 12:00:00,33.366592
1982-01-01 12:00:00,33.370656
1982-01-02 12:00:00,33.373704
1982-01-03 12:00:00,33.376752
1982-01-04 12:00:00,33.382848
1982-01-05 12:00:00,33.385896
1982-01-06 12:00:00,33.398088
1982-01-07 12:00:00,33.39504
1982-01-08 12:00:00,33.388944
1982-01-09 12:00:00,33.385896
1982-01-10 12:00:00,33.382848
1982-01-11 12:00:00,33.376752
1982-01-12 12:00:00,33.367608
1982-01-13 12:00:00,33.36456
1982-01-14 12:00:00,33.36456
1982-01-15 12:00:00,33.355416
1982-01-16 12:00:00,33.34932
1982-01-17 12:00:00,33.343224
1982-01-18 12:00:00,33.337128
1982-01-19 12:00:00,33.327984
1982-01-20 12:00:00,33.321888
1982-01-21 12:00:00,33.315792
1982-01-22 12:00:00,33.3036
1982-01-23 12:00:00,33.3036
1982-01-24 12:00:00,33.3036
1982-01-25 12:00:00,33.3036
1982-01-26 12:00:00,33.297504
1982-01-27 12:00:00,33.291408
1982-01-28 12:00:00,33.28836
1982-01-29 12:00:00,33.27312
1982-01-30 12:00:00,33.27312
1982-01-31 12:00:00,33.270072
1982-02-01 12:00:00,33.270072
1982-02-02 12:00:00,33.260928
1982-02-03 12:00:00,33.28836
1982-02-04 12:00:00,33.306648
1982-02-05 12:00:00,33.309696
1982-02-06 12:00:00,33.309696
1982-02-07 12:00:00,33.306648
1982-02-08 12:00:00,33.306648
1982-02-09 12:00:00,33.309696
1982-02-10 12:00:00,33.312744
1982-02-11 12:00:00,33.3036
1982-02-12 12:00:00,33.294456
1982-02-13 12:00:00,33.285312
1982-02-14 12:00:00,33.279216
1982-02-15 12:00:00,33.270072
1982-02-16 12:00:00,33.260928
1982-02-17 12:00:00,33.25788
1982-02-18 12:00:00,33.248736
1982-02-19 12:00:00,33.239592
1982-02-20 12:00:00,33.233496
1982-02-21 12:00:00,33.230448
1982-02-22 12:00:00,33.224352
1982-02-23 12:00:00,33.215208
1982-02-24 12:00:00,33.209112
1982-02-25 12:00:00,33.19692
1982-02-26 12:00:00,33.193872
1982-02-27 12:00:00,33.187776
1982-02-28 12:00:00,33.178632
1982-03-01 12:00:00,33.172536
1982-03-02 12:00:00,33.16644
1982-03-03 12:00:00,33.160344
1982-03-04 12:00:00,33.157296
1982-03-05 12:00:00,33.154248
1982-03-06 12:00:00,33.157296
1982-03-07 12:00:00,33.157296
1982-03-08 12:00:00,33.160344
1982-03-09 12:00:00,33.1512
1982-03-10 12:00:00,33.1512
1982-03-11 12:00:00,33.1512
1982-03-12 12:00:00,33.148152
1982-03-13 12:00:00,33.160344
1982-03-14 12:00:00,33.160344
1982-03-15 12:00:00,33.157296
1982-03-16 12:00:00,33.160344
1982-03-17 12:00:00,33.16644
1982-03-18 12:00:00,33.16644
1982-03-19 12:00:00,33.16644
1982-03-20 12:00:00,33.172536
1982-03-21 12:00:00,33.18168
1982-03-22 12:00:00,33.184728
1982-03-23 12:00:00,33.184728
1982-03-24 12:00:00,33.184728
1982-03-25 12:00:00,33.187776
1982-03-26 12:00:00,33.2274
1982-03-27 12:00:00,33.236544
1982-03-28 12:00:00,33.245688
1982-03-29 12:00:00,33.254832
1982-03-30 12:00:00,33.25788
1982-03-31 12:00:00,33.276168
1982-04-01 12:00:00,33.291408
1982-04-02 12:00:00,33.321888
1982-04-03 12:00:00,33.337128
1982-04-04 12:00:00,33.352368
1982-04-05 12:00:00,33.352368
1982-04-06 12:00:00,33.358464
1982-04-07 12:00:00,33.382848
1982-04-08 12:00:00,33.370656
1982-04-09 12:00:00,33.361512
1982-04-10 12:00:00,33.352368
1982-04-11 12:00:00,33.346272
1982-04-12 12:00:00,33.337128
1982-04-13 12:00:00,33.33408
1982-04-14 12:00:00,33.324936
1982-04-15 12:00:00,33.33408
1982-04-16 12:00:00,33.346272
1982-04-17 12:00:00,33.428568
1982-04-18 12:00:00,33.507816
1982-04-19 12:00:00,33.584016
1982-04-20 12:00:00,33.62364
1982-04-21 12:00:00,33.666312
1982-04-22 12:00:00,33.6846
1982-04-23 12:00:00,33.690696
1982-04-24 12:00:00,33.690696
1982-04-25 12:00:00,33.690696
1982-04-26 12:00:00,33.690696
1982-04-27 12:00:00,33.690696
1982-04-28 12:00:00,33.687648
1982-04-29 12:00:00,33.681552
1982-04-30 12:00:00,33.663264
1982-05-01 12:00:00,33.660216
1982-05-02 12:00:00,33.660216
1982-05-03 12:00:00,33.657168
1982-05-04 12:00:00,33.657168
1982-05-05 12:00:00,33.660216
1982-05-06 12:00:00,33.663264
1982-05-07 12:00:00,33.663264
1982-05-08 12:00:00,33.672408
1982-05-09 12:00:00,33.678504
1982-05-10 12:00:00,33.687648
1982-05-11 12:00:00,33.678504
1982-05-12 12:00:00,33.681552
1982-05-13 12:00:00,33.6846
1982-05-14 12:00:00,33.6846
1982-05-15 12:00:00,33.6846
1982-05-16 12:00:00,33.681552
1982-05-17 12:00:00,33.681552
1982-05-18 12:00:00,33.6846
1982-05-19 12:00:00,33.672408
1982-05-20 12:00:00,33.702888
1982-05-21 12:00:00,33.705936
1982-05-22 12:00:00,33.705936
