V1,i505_TP,i790_TP,i830_TP,i788_TP,i510_TP,i540_TP,i800_TP,i835_TP,i805_TP,i670_TP,i760_TP,V13
1979-01-01,0.199638283037436,0.314276198526444,1.18853245397412,0.539205960197097,0.872993111983145,1.06517126230597,0.077678248176511,2.03742062462738,0.0584267897982142,0.140671282176645,0.387499918613377,6.88151413341634
1979-01-02,0.244572982591856,0.364181064505714,0.38427280533862,0.776044105172257,0.816563815275429,0.482098718734128,0.417276963738834,0.873965565829786,0.767221483680751,0.135393958574345,0.56373180416766,5.82532326760938
1979-01-03,0.197337479137524,0.318288830696582,1.29562204155735,0.521739580315658,0.945999181206612,0.165002782060641,0.304286470645,1.54476391735013,0.274889727825748,0.328439561359536,0.611264067116944,6.50763363927173
1979-01-04,0.224997872191018,0.715005975642297,1.06797542280765,1.24183558628636,0.877693178714143,1.0369653000666,0.249428497744872,1.93264792901713,0.0893084596831456,0.230378732386833,0.0805837958006557,7.7468207503407
1979-01-05,0.197817801350465,0.588374548330709,0.359970787155687,1.06123598307275,0.754075825446507,1.46109715968869,0.127542614540817,0.822711525825433,1.05728338231767,0.50750449137899,0.647347719134854,7.58496183824257
1979-01-06,0.161958729135989,1.01137957871456,0.0312484322661528,0.198313926924349,0.738330459437352,0.219162501862949,0.346848908060952,0.869061930473941,0.492193417156265,0.267803143678484,0.674561136729109,5.0108621644401
1979-01-07,0.156058045273001,1.8544675694674,1.57275317083736,0.42002042598878,0.835633325558742,0.410404383644591,0.188020915456193,2.71481562222097,0.645874366145748,0.577546781845021,0.433790358780113,9.80938496521792
1979-01-08,0.191112389124757,0.349496151782319,0.954325062611599,0.412737778783574,1.26632767018193,0.447784982149141,0.192523239269233,1.1691669493805,0.806493367160652,0.167165532443901,0.884904961619159,6.84203808450676
1979-01-09,0.201435723345321,1.05848840748863,1.72273237019241,0.652866922884405,0.792891660250212,1.79612844854169,0.189492240656976,0.905172590514551,0.611681946908035,0.4787009684919,0.354350374997934,8.76394165427206
1979-01-10,0.145684595837918,0.293890165642089,0.247387670850071,0.864462868952434,0.495069088489387,0.70861215573705,0.255684046751183,0.516212668357477,0.0710455132663641,0.400552433496254,0.685463873701112,4.68406508108134
1979-01-11,0.2317201009395,0.521202557641196,1.14502690048201,0.426815047368743,1.13822612441704,0.786090603124482,0.264907758286127,3.57803482516101,0.112507450097597,0.364954473797676,0.701327107541746,9.27081294885713
1979-01-12,0.259969019220822,1.01220396114141,1.54057644850297,0.705107245413615,0.795823821071892,0.985703372505647,0.105326001985127,0.903715312693606,0.541746623362019,0.434945160319387,0.00837698701264838,7.29349395322914
1979-01-13,0.188263678251369,0.889467701569888,0.228349349340101,1.54828060277788,1.29516712557416,1.81871200338606,0.182305376324241,1.44216818402245,0.464477306918232,0.132885568820406,0.467603472696345,8.65768036968113
1979-01-14,0.105224329304985,1.61327690689769,1.41139275661044,0.357729797697029,0.293610690433004,0.889786015553045,0.219319478902285,0.365552266923154,0.634293401864211,0.337091431343722,0.809702224617996,7.03697930014756
1979-01-15,0.259663181173666,0.229593836918967,0.709982254356937,0.642044041194597,0.687477299406614,1.9333681863661,0.300143549749016,0.558658329622145,0.545128775907963,0.283435974005142,0.65990627462759,6.80940170332874
1979-01-16,0.186334319859928,1.18285557470996,2.41396425421107,0.0703502590640778,0.824493631283751,0.909160466016475,0.247609880233247,0.548860915173085,0.385064333631643,0.128579416551064,0.253159555177751,7.15043260591205
1979-01-17,0.180206808558368,0.394583400087023,2.58427975409364,0.325729958713333,0.434755842221988,0.536547189236764,0.206589572382137,0.536030091217414,1.4841319483468,0.366506991348355,0.50146558100413,7.55082713720995
1979-01-18,0.291552039213074,1.35226271418811,1.20705759765241,0.886613796097906,0.12028385564537,1.27425506819057,0.223624342231903,0.649931886354815,0.285425270596513,0.0385573442893897,0.49126981597829,6.82083373043835
1979-01-19,0.258859495014305,0.712713291821381,2.08263644443384,0.913815370110222,0.258663322508641,0.351135525935585,0.0705066843344895,0.442094765293562,0.971010551331096,0.0950386715157668,0.906309091834108,7.062783214133
1979-01-20,0.221434627481798,0.509739638965201,0.882449412853867,0.495706740446881,0.350603176023161,0.0553079896703816,0.287854771943847,1.33979015392708,0.684059089501801,0.321497436476998,0.357022238378639,5.50546527566965
1979-01-21,0.206930373554241,0.856221958213061,1.93671973598262,0.359484306681159,0.287656391972455,0.0935990835811014,0.251866632969596,1.21431016856225,0.680301276782141,0.410324880393531,0.183035765840145,6.4804505745323
