"date","bal_inf_m3s","ModStreamTemp_degC","stream_id"
1981-12-24,0,0.633690788779528,"bal"
1981-12-25,0,0.633690788779528,"bal"
1981-12-26,0,0.633690788779528,"bal"
1981-12-27,0,0.633690788779528,"bal"
1981-12-28,0,0.633690788779528,"bal"
1981-12-29,0,0.633690788779528,"bal"
1981-12-30,0,0.633690788779528,"bal"
1981-12-31,0,0.633690788779528,"bal"
1982-01-01,0,0.633690788779528,"bal"
1982-01-02,0,0.633690788779528,"bal"
1982-01-03,0,0.633690788779528,"bal"
1982-01-04,0,0.633690788779528,"bal"
1982-01-05,0,0.633690788779528,"bal"
1982-01-06,0,0.633690788779528,"bal"
1982-01-07,0,0.633690788779528,"bal"
1982-01-08,0,0.633690788779528,"bal"
1982-01-09,0,0.633690788779528,"bal"
1982-01-10,0,0.633690788779528,"bal"
1982-01-11,0,0.633690788779528,"bal"
1982-01-12,0,0.633690788779528,"bal"
1982-01-13,0,0.633690788779528,"bal"
1982-01-14,0,0.633690788779528,"bal"
1982-01-15,0,0.633690788779528,"bal"
1982-01-16,0,0.633690788779528,"bal"
1982-01-17,0,0.633690788779528,"bal"
1982-01-18,0,0.633690788779528,"bal"
1982-01-19,0,0.633690788779528,"bal"
1982-01-20,0,0.633690788779528,"bal"
1982-01-21,0,0.633690788779528,"bal"
1982-01-22,0,0.633690788779528,"bal"
1982-01-23,0,0.633690788779528,"bal"
1982-01-24,0,0.633690788779528,"bal"
1982-01-25,0,0.633690788779528,"bal"
1982-01-26,0,0.633690788779528,"bal"
1982-01-27,0,0.633690788779528,"bal"
1982-01-28,0,0.633690788779528,"bal"
1982-01-29,0,0.633690788779528,"bal"
1982-01-30,0,0.633690788779528,"bal"
1982-01-31,0,0.633690788779528,"bal"
1982-02-01,0,0.633690788779528,"bal"
1982-02-02,0,0.633690788779528,"bal"
1982-02-03,0,0.633690788779528,"bal"
1982-02-04,0,0.633690788779528,"bal"
1982-02-05,0,0.633690788779528,"bal"
1982-02-06,0,0.633690788779528,"bal"
1982-02-07,0,0.633690788779528,"bal"
1982-02-08,0,0.633690788779528,"bal"
1982-02-09,0,0.633690788779528,"bal"
1982-02-10,0,0.633690788779528,"bal"
1982-02-11,0,0.633690788779528,"bal"
1982-02-12,0,0.633690788779528,"bal"
1982-02-13,0,0.633690788779528,"bal"
1982-02-14,0,0.633690788779528,"bal"
1982-02-15,0,0.633690788779528,"bal"
1982-02-16,0,0.633690788779528,"bal"
1982-02-17,0,0.633690788779528,"bal"
1982-02-18,0,0.633690788779528,"bal"
1982-02-19,0,0.633690788779528,"bal"
1982-02-20,0,0.633690788779528,"bal"
1982-02-21,0,0.633690788779528,"bal"
1982-02-22,0,0.633690788779528,"bal"
1982-02-23,0,0.633690788779528,"bal"
1982-02-24,0,0.633690788779528,"bal"
1982-02-25,0,0.633690788779528,"bal"
1982-02-26,0,0.633690788779528,"bal"
1982-02-27,0,0.633690788779528,"bal"
1982-02-28,0,0.633690788779528,"bal"
1982-03-01,0,0.633690788779528,"bal"
1982-03-02,0,0.633690788779528,"bal"
1982-03-03,0,0.633690788779528,"bal"
1982-03-04,0,0.633690788779528,"bal"
1982-03-05,0,0.633690788779528,"bal"
1982-03-06,0,0.633690788779528,"bal"
1982-03-07,0,0.633690788779528,"bal"
1982-03-08,0,0.633690788779528,"bal"
1982-03-09,0,0.633690788779528,"bal"
1982-03-10,0,0.633690788779528,"bal"
1982-03-11,0,1.02254350288469,"bal"
1982-03-12,0,2.3855834522507,"bal"
1982-03-13,16.814788424109,1.5933633474081,"bal"
1982-03-14,0,0.677673202297191,"bal"
1982-03-15,0,0.633690788779528,"bal"
1982-03-16,0,0.633690788779528,"bal"
1982-03-17,0,0.633690788779528,"bal"
1982-03-18,0,0.633690788779528,"bal"
1982-03-19,0,1.22435899995857,"bal"
1982-03-20,0,1.16280703980522,"bal"
1982-03-21,0,1.2971144520882,"bal"
1982-03-22,0,1.51571170450211,"bal"
1982-03-23,0,0.633690788779528,"bal"
1982-03-24,0,1.18973448799668,"bal"
1982-03-25,0,4.07077290085188,"bal"
1982-03-26,0,2.9710940041543,"bal"
1982-03-27,0,0.633690788779528,"bal"
1982-03-28,0,0.633690788779528,"bal"
1982-03-29,17.2942100856414,0.633690788779528,"bal"
1982-03-30,0,3.84936730353443,"bal"
